BD,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,MA10,MA11,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,MD9,MD10,MD11,MD12,MD13,MD14,MD15,MD16,MD17,MD18,MD19,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,IDMAP_1,IPCA_1,LAMP_1,LMDS_1,MDS_1,PBC_1,TSNE_1,UMAP_1
g2-128-100,tabular,2048,128,0.90625,0.0,0.01221,8.60785,0.23919,0.0,0.0,0.0,0.45265,21.0,0.14491,0.10758,1947.0,0.0002,0.01504,0.15632,0.25818,0.15188,0.22706,0.15985,0.02966,0.00174,0.00007,0.6104,0.37551,0.01399,0.00011,2.0,4.5,3.0,6.5,8.0,4.5,1.0,6.5,2.0,4.5,3.0,6.5,8.0,4.5,1.0,6.5
g2-128-20,tabular,2048,128,0.53906,0.0,0.0,7.25837,0.10483,0.0,0.0,0.0,0.48222,0.16012,0.40014,0.00201,1.0126,0.41318,0.08657,0.0,0.0,0.0,0.0,0.0,0.00044,0.38283,0.11698,0.50911,0.49089,0.0,0.0,2.0,6.0,5.0,7.5,3.0,7.5,1.0,4.0,2.0,6.0,5.0,7.5,3.0,7.5,1.0,4.0
g2-128-30,tabular,2048,128,0.73438,0.0,0.0,7.67197,0.12455,0.0,0.0,0.0,0.47056,0.11844,0.34415,0.00706,1.03516,0.07568,0.42193,0.00214,0.0,0.0,0.0,0.00042,0.18198,0.31281,0.00503,0.51847,0.48153,0.0,0.0,2.0,7.0,4.5,8.0,3.0,4.5,1.0,6.0,2.0,7.0,4.5,8.0,3.0,4.5,1.0,6.0
g2-128-40,tabular,2048,128,0.8125,0.0,0.00146,7.88103,0.1423,0.0,0.0,0.0,0.46243,0.09105,0.30174,0.0171,1.0813,0.01924,0.40135,0.0791,0.00006,0.0,0.00021,0.05354,0.34033,0.10475,0.00141,0.52871,0.47129,0.0,0.0,2.0,6.5,4.0,8.0,3.0,6.5,1.0,5.0,2.0,6.5,4.0,8.0,3.0,6.5,1.0,5.0
g2-128-50,tabular,2048,128,0.85156,0.0,0.00391,8.02894,0.15912,0.0,0.0,0.0,0.46649,0.06887,0.26243,0.02815,1.14976,0.00282,0.2094,0.2765,0.01103,0.00002,0.00836,0.16035,0.28555,0.04542,0.00055,0.53685,0.46315,0.0,0.0,2.5,7.5,4.0,7.5,5.5,5.5,1.0,2.5,2.5,7.5,4.0,7.5,5.5,5.5,1.0,2.5
g2-128-60,tabular,2048,128,875.0,0.0,0.00732,8.16488,0.17642,0.0,0.0,0.0,0.47583,0.05795,0.24074,0.04102,1.24041,0.0014,0.10404,0.3247,0.06875,0.00136,0.02637,0.19597,0.2344,0.04226,0.00075,0.54818,0.4518,0.00002,0.0,2.0,3.0,4.5,7.0,6.0,8.0,1.0,4.5,2.0,3.0,4.5,7.0,6.0,8.0,1.0,4.5
g2-128-70,tabular,2048,128,0.88281,0.0,0.01074,8.28589,0.19259,0.0,0.0,0.0,0.44901,0.04209,0.20516,0.06255,1.39237,0.00152,0.08619,0.30403,0.10416,0.01483,0.12718,255,0.0987,0.00824,0.00014,0.56624,0.43278,0.00098,0.0,2.0,5.5,3.0,8.0,5.5,7.0,1.0,4.0,2.0,5.5,3.0,8.0,5.5,7.0,1.0,4.0
g2-128-80,tabular,2048,128,0.89062,0.0,0.01123,8.39872,0.20815,0.0,0.0,0.0,0.47138,0.03167,0.17795,0.0706,1.54267,0.00012,0.02016,0.2091,0.23716,0.04805,0.14264,0.24712,0.08895,0.00661,0.00009,0.57985,0.41726,0.00289,0.0,2.0,3.5,8.0,6.0,5.0,7.0,1.0,3.5,2.0,3.5,8.0,6.0,5.0,7.0,1.0,3.5
g2-128-90,tabular,2048,128,0.89844,0.0,0.01318,8.50395,0.22364,0.0,0.0,0.0,0.4655,0.0276,0.16612,0.09513,1.75065,0.00031,0.02152,0.17929,0.24152,0.09627,0.18034,0.20783,0.0671,0.00573,0.00011,0.59556,0.39646,0.00798,0.0,7.0,6.0,2.0,4.5,8.0,4.5,1.0,3.0,7.0,6.0,2.0,4.5,8.0,4.5,1.0,3.0
g2-16-10,tabular,2048,16,0.0625,0.0,0.0,6.31941,0.0695,0.0,0.0,0.0,0.4716,0.15134,0.38902,0.00332,1.01865,0.38799,0.11176,0.0,0.0,0.0,0.0,0.0,0.01321,0.44165,0.04539,0.50621,0.49379,0.0,0.0,3.0,4.5,4.5,7.0,6.0,8.0,1.5,1.5,3.0,4.5,4.5,7.0,6.0,8.0,1.5,1.5
g2-16-100,tabular,2048,16,0.9375,0.0,0.01172,8.61252,0.23983,0.0,0.0,0.0,0.41331,0.01316,0.11473,0.2581,2.87749,0.00047,0.02037,0.14433,0.31026,0.29975,0.16437,0.05153,0.00823,0.00066,0.00002,0.67453,0.2834,0.03979,0.00228,4.0,7.0,5.0,3.0,6.0,8.0,1.5,1.5,4.0,7.0,5.0,3.0,6.0,8.0,1.5,1.5
g2-16-20,tabular,2048,16,625.0,0.0,0.0,7.25642,0.10443,0.0,0.0,0.0,0.43095,0.08665,0.29436,0.02303,1.09642,0.07185,0.39682,0.03105,0.00004,0.0,0.00539,0.16572,0.29499,0.03384,0.0003,0.52485,0.47515,0.0,0.0,3.0,7.0,4.0,5.5,5.5,8.0,1.0,2.0,3.0,7.0,4.0,5.5,5.5,8.0,1.0,2.0
g2-16-30,tabular,2048,16,0.8125,0.0,0.0,7.66591,0.12413,0.0,0.0,0.0,0.42741,0.05749,0.23977,0.05722,1.2558,0.01305,0.26025,0.21282,0.01361,6,0.09365,0.26191,0.12699,0.01147,0.00025,0.5477,0.45211,0.00018,0.0,3.0,5.0,4.0,7.0,6.0,8.0,1.0,2.0,3.0,5.0,4.0,7.0,6.0,8.0,1.0,2.0
g2-16-40,tabular,2048,16,875.0,0.0,0.00098,7.87984,0.14154,0.0,0.0,0.0,0.4179,0.03897,0.1974,0.1128,1.51746,0.00517,0.14377,0.27711,0.07388,55,0.19446,0.19215,0.05354,0.00476,0.00015,0.5745,0.42217,0.00332,0.0,3.5,7.0,3.5,5.0,6.0,8.0,1.5,1.5,3.5,7.0,3.5,5.0,6.0,8.0,1.5,1.5
g2-16-50,tabular,2048,16,0.9375,0.0,0.00342,8.02974,0.15922,0.0,0.0,0.0,0.41231,0.02805,0.16749,0.17733,1.8249,0.0024,0.08389,0.26309,0.15509,0.12681,0.20542,0.13186,0.02931,0.00209,0.00003,0.59955,0.38965,0.01078,0.00002,4.5,6.0,4.5,3.0,7.0,8.0,2.0,1.0,4.5,6.0,4.5,3.0,7.0,8.0,2.0,1.0
g2-16-60,tabular,2048,16,0.9375,0.0,0.00488,8.16183,0.17574,0.0,0.0,0.0,0.44463,0.02221,0.14902,0.20817,2109.0,0.00025,0.02296,0.17265,0.24649,0.17609,0.20039,0.13966,0.03778,0.00364,0.0001,0.62206,0.35818,0.01962,0.00014,7.5,6.0,3.0,4.0,7.5,5.0,2.0,1.0,7.5,6.0,3.0,4.0,7.5,5.0,2.0,1.0
g2-16-70,tabular,2048,16,0.9375,0.0,0.00781,8.28207,0.19184,0.0,0.0,0.0,0.42147,0.01824,0.13507,0.25388,2469.0,0.00071,0.03109,0.17445,0.2645,0.23554,0.18564,0.08734,0.0189,0.00177,0.00006,0.64848,0.32015,0.03057,0.0008,5.0,4.0,8.0,3.0,6.0,7.0,2.0,1.0,5.0,4.0,8.0,3.0,6.0,7.0,2.0,1.0
g2-16-80,tabular,2048,16,0.9375,0.0,0.00928,8.39564,0.20777,0.0,0.0,0.0,0.40756,0.01423,0.11927,0.28022,2.66158,0.00039,0.02447,0.17193,0.30645,0.26769,0.16569,0.05497,0.00791,0.00048,0.00001,0.66124,0.30206,0.03523,0.00147,5.5,7.0,3.0,4.0,5.5,8.0,2.0,1.0,5.5,7.0,3.0,4.0,5.5,8.0,2.0,1.0
g2-16-90,tabular,2048,16,0.9375,0.0,0.00977,8.50202,0.22317,0.0,0.0,0.0,0.4178,0.0141,0.11874,0.26639,2.83494,0.00049,0.0209,0.14362,0.29876,0.29198,0.17242,0.0599,0.01088,0.00099,0.00005,0.67167,0.28764,0.03855,0.00214,6.0,3.0,5.0,7.0,4.0,8.0,2.0,1.0,6.0,3.0,5.0,7.0,4.0,8.0,2.0,1.0
g2-256-10,tabular,2048,256,0.00391,0.0,0.0,6.32081,0.0698,0.0,0.0,0.0,0.49426,0.21214,0.46058,-0.00067,1.00127,0.49976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50024,0.50023,0.49977,0.0,0.0,2.0,5.0,6.0,8.0,3.0,7.0,1.0,4.0,2.0,5.0,6.0,8.0,3.0,7.0,1.0,4.0
g2-256-100,tabular,2048,256,0.87891,0.0,0.01562,8.60421,0.23845,0.0,0.0,0.0,0.46748,0.03059,0.1749,0.06551,1.58177,0.00025,0.02315,0.20599,0.23426,0.05646,0.15712,0.23968,0.0778,0.00521,0.00008,0.58213,0.41437,0.00351,0.0,8.0,4.0,2.0,7.0,6.0,3.0,1.0,5.0,8.0,4.0,2.0,7.0,6.0,3.0,1.0,5.0
g2-256-20,tabular,2048,256,0.49219,0.0,0.0,7.26045,0.10502,0.0,0.0,0.0,0.49031,0.17953,0.42371,0.00027,1.0061,0.49478,0.00498,0.0,0.0,0.0,0.0,0.0,0.0,0.11749,0.38276,0.50563,0.49437,0.0,0.0,2.0,6.0,4.0,8.0,3.0,7.0,1.0,5.0,2.0,6.0,4.0,8.0,3.0,7.0,1.0,5.0
g2-256-30,tabular,2048,256,0.69141,0.0,0.0,7.67193,0.12417,0.0,0.0,0.0,0.4846,0.14798,0.38468,0.00309,1.01812,0.24527,0.25449,0.0,0.0,0.0,0.0,0.0,0.00486,0.42425,0.07114,0.51329,0.48671,0.0,0.0,2.5,7.0,4.0,8.0,2.5,5.0,1.0,6.0,2.5,7.0,4.0,8.0,2.5,5.0,1.0,6.0
g2-256-40,tabular,2048,256,0.77344,0.0,0.00195,7.88042,0.14184,0.0,0.0,0.0,0.46797,0.10806,0.32872,0.00681,1.04003,0.03735,0.45283,0.00957,0.0,0.0,0.0,0.00266,0.27574,0.22046,0.00139,0.51944,0.48056,0.0,0.0,2.0,4.5,4.5,8.0,3.0,7.0,1.0,6.0,2.0,4.5,4.5,8.0,3.0,7.0,1.0,6.0
g2-256-50,tabular,2048,256,0.81641,0.0,0.00488,8.02895,0.15927,0.0,0.0,0.0,0.47365,96.0,0.30983,0.01338,1.07513,0.01719,0.39165,0.0908,0.00012,0.0,0.00004,0.02311,0.30657,0.16755,0.00297,0.52712,0.47288,0.0,0.0,3.0,2.0,5.5,8.0,4.0,7.0,1.0,5.5,3.0,2.0,5.5,8.0,4.0,7.0,1.0,5.5
g2-256-60,tabular,2048,256,0.84375,0.0,0.00732,8.16117,0.17573,0.0,0.0,0.0,0.45521,0.0728,0.26981,0.02103,1.1293,0.0085,0.29018,0.19815,0.00292,0.00001,0.00686,0.16863,0.29017,0.03413,0.00045,0.53471,0.46529,0.0,0.0,2.0,5.0,3.5,7.0,3.5,8.0,1.0,6.0,2.0,5.0,3.5,7.0,3.5,8.0,1.0,6.0
g2-256-70,tabular,2048,256,0.85938,0.0,0.01074,8.28633,0.19246,0.0,0.0,0.0,0.47254,0.06412,0.25321,0.03043,1.20198,0.00305,0.15207,0.30626,0.03813,0.0004,0.01479,0.17683,0.25785,0.04964,0.00099,0.54485,0.45515,0.0,0.0,2.0,3.0,8.0,7.0,4.5,4.5,1.0,6.0,2.0,3.0,8.0,7.0,4.5,4.5,1.0,6.0
g2-256-80,tabular,2048,256,0.86719,0.0,0.0127,8.39805,0.20789,0.0,0.0,0.0,0.46919,0.04631,0.21521,0.04377,1.30649,0.00055,0.06229,0.31393,0.11967,0.00523,0.06176,0.25875,0.16237,0.01526,0.0002,0.55683,0.44296,0.00021,0.0,2.0,7.0,3.0,8.0,5.0,6.0,1.0,4.0,2.0,7.0,3.0,8.0,5.0,6.0,1.0,4.0
g2-256-90,tabular,2048,256,875.0,0.0,0.0127,8.50538,0.22345,0.0,0.0,0.0,0.46183,0.03636,0.19067,0.05081,1.4261,0.00036,0.03952,0.27085,0.17756,0.02086,0.12759,0.26549,0.09198,0.00574,0.00007,0.56944,0.42944,0.00113,0.0,2.0,7.0,4.5,8.0,4.5,4.5,1.0,4.5,2.0,7.0,4.5,8.0,4.5,4.5,1.0,4.5
g2-32-10,tabular,2048,32,0.03125,0.0,0.0,6.31669,0.06943,0.0,0.0,0.0,0.47046,0.16279,0.40347,0.00163,1.01007,0.48648,0.01328,0.0,0.0,0.0,0.0,0.0,0.00031,0.43665,0.06329,0.50537,0.49463,0.0,0.0,4.0,6.5,2.5,6.5,5.0,8.0,1.0,2.5,4.0,6.5,2.5,6.5,5.0,8.0,1.0,2.5
g2-32-100,tabular,2048,32,0.9375,0.0,0.01074,8.60449,0.2383,0.0,0.0,0.0,0.41858,0.01367,0.11691,0.21204,2.67774,0.0004,0.01863,0.14318,0.29834,0.28901,0.18208,0.05942,0.00848,0.00045,0.00001,0.66376,0.2983,0.03657,0.00137,5.0,4.0,3.0,6.0,7.0,8.0,2.0,1.0,5.0,4.0,3.0,6.0,7.0,8.0,2.0,1.0
g2-32-20,tabular,2048,32,0.59375,0.0,0.0,7.25973,0.10459,0.0,0.0,0.0,0.46672,0.11165,0.33414,0.0105,1.04907,0.06532,0.42445,0.00998,0.0,0.0,0.0,0.0042,255,0.23612,0.00493,0.52076,0.47924,0.0,0.0,2.0,6.0,3.0,7.0,5.0,8.0,1.0,4.0,2.0,6.0,3.0,7.0,5.0,8.0,1.0,4.0
g2-32-30,tabular,2048,32,0.78125,0.0,0.0,7.67155,0.12411,0.0,0.0,0.0,0.45589,0.0768,0.27712,0.03002,1.13671,0.01163,0.31557,0.16971,0.00284,0.00003,0.00817,0.15051,0.28581,0.05501,0.00072,0.53182,0.46818,0.0,0.0,2.0,7.0,4.0,6.0,5.0,8.0,1.0,3.0,2.0,7.0,4.0,6.0,5.0,8.0,1.0,3.0
g2-32-40,tabular,2048,32,875.0,0.0,0.00098,7.87562,0.14186,0.0,0.0,0.0,0.46016,0.05365,0.23162,0.06588,1.2951,0.00167,0.12195,0.31369,0.06139,0.00373,0.06228,0.2329,0.17464,0.02708,0.00065,0.55437,0.44545,0.00017,0.0,2.0,7.0,4.0,6.0,5.0,8.0,1.0,3.0,2.0,7.0,4.0,6.0,5.0,8.0,1.0,3.0
g2-32-50,tabular,2048,32,0.90625,0.0,0.00342,8.03447,0.16011,0.0,0.0,0.0,0.45563,0.03891,0.19726,0.09807,1.49196,0.00077,0.06016,0.27918,0.14857,0.03332,0.1354,0.2279,0.10367,0.01075,0.00027,0.57092,0.42702,0.00205,0.0,3.5,6.0,3.5,5.0,7.0,8.0,1.0,2.0,3.5,6.0,3.5,5.0,7.0,8.0,1.0,2.0
g2-32-60,tabular,2048,32,0.90625,0.0,0.00586,8.16615,0.17682,0.0,0.0,0.0,0.44037,0.03004,0.17332,0.14506,1.75616,0.00103,0.05088,0.24079,0.1867,0.09314,0.19083,0.17735,0.05393,0.00522,0.00014,0.59465,0.39684,0.00851,0.0,5.0,4.0,6.0,3.0,7.0,8.0,1.0,2.0,5.0,4.0,6.0,3.0,7.0,8.0,1.0,2.0
g2-32-70,tabular,2048,32,0.90625,0.0,0.00781,8.29007,0.19273,0.0,0.0,0.0,0.44142,0.02337,0.15287,0.17023,2.0374,0.00054,0.0296,0.18945,0.2317,0.15842,0.2084,0.14184,0.03647,0.00345,0.00014,0.61692,0.36565,0.0173,0.00014,6.0,2.0,7.0,3.0,5.0,8.0,1.0,4.0,6.0,2.0,7.0,3.0,5.0,8.0,1.0,4.0
g2-32-80,tabular,2048,32,0.9375,0.0,0.00928,8.39508,0.20807,0.0,0.0,0.0,0.46388,0.02033,0.14258,0.17944,2.26665,0.00018,0.01298,0.11912,0.2454,0.21407,0.21024,0.14771,0.04479,0.00531,0.00019,0.63471,0.33971,0.0253,0.00028,6.0,3.0,5.0,4.0,7.0,8.0,1.5,1.5,6.0,3.0,5.0,4.0,7.0,8.0,1.5,1.5
g2-32-90,tabular,2048,32,0.9375,0.0,0.01074,8.50644,0.22337,0.0,0.0,0.0,0.4405,0.01685,0.12981,0.20036,2.52281,0.00036,0.01704,0.13085,0.26137,0.25821,0.20976,0.09883,0.02144,0.00205,0.0001,0.65238,0.31442,0.03226,0.00095,7.0,3.5,3.5,5.0,6.0,8.0,1.5,1.5,7.0,3.5,3.5,5.0,6.0,8.0,1.5,1.5
g2-512-10,tabular,2048,512,0.00195,0.0,0.0,6.31926,0.06967,0.0,0.0,0.0,0.49754,0.22529,0.47465,-0.00083,1.00061,0.49976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50024,0.49931,0.50069,0.0,0.0,2.0,6.0,4.0,8.0,3.0,7.0,1.0,5.0,2.0,6.0,4.0,8.0,3.0,7.0,1.0,5.0
g2-512-100,tabular,2048,512,0.83203,0.0,0.01514,8.60666,0.23894,0.0,0.0,0.0,0.47618,0.0458,0.21401,0.03899,1.32309,0.00055,0.05169,0.29497,0.1463,0.00805,0.05475,0.25037,0.17426,0.01877,0.00029,0.55922,0.44052,0.00026,0.0,4.0,2.0,5.5,8.0,7.0,5.5,1.0,3.0,4.0,2.0,5.5,8.0,7.0,5.5,1.0,3.0
g2-512-20,tabular,2048,512,0.42969,0.0,0.0,7.26154,0.10506,0.0,0.0,0.0,0.48982,0.19595,0.44266,-0.00024,1.00316,0.49975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00594,0.4943,0.50389,0.49611,0.0,0.0,5.0,4.0,7.0,8.0,3.0,6.0,1.0,2.0,5.0,4.0,7.0,8.0,3.0,6.0,1.0,2.0
g2-512-30,tabular,2048,512,625.0,0.0,0.0,7.67134,0.12419,0.0,0.0,0.0,0.48811,0.17163,0.41428,0.00121,1.00931,0.4694,0.03035,0.0,0.0,0.0,0.0,0.0,0.00001,0.23467,0.26557,0.50757,0.49243,0.0,0.0,3.5,7.0,5.0,8.0,3.5,6.0,1.0,2.0,3.5,7.0,5.0,8.0,3.5,6.0,1.0,2.0
g2-512-40,tabular,2048,512,0.71289,0.0,0.00195,7.88133,0.14206,0.0,0.0,0.0,0.48662,0.14481,0.38053,0.0034,1.02031,0.19155,0.30817,0.00003,0.0,0.0,0.0,0.0,0.00766,0.42479,0.0678,0.51486,0.48514,0.0,0.0,3.0,4.0,6.0,8.0,2.0,7.0,1.0,5.0,3.0,4.0,6.0,8.0,2.0,7.0,1.0,5.0
g2-512-50,tabular,2048,512,0.76172,0.0,0.00537,8.02922,0.15928,0.0,0.0,0.0,0.48743,0.11941,0.34556,0.00554,1.03715,0.03423,0.45199,0.01353,0.0,0.0,0.0,0.00007,0.10005,0.38397,0.01615,0.51888,0.48112,0.0,0.0,4.0,2.0,7.0,8.0,5.5,5.5,1.0,3.0,4.0,2.0,7.0,8.0,5.5,5.5,1.0,3.0
g2-512-60,tabular,2048,512,0.78711,0.0,0.00732,8.16088,0.17577,0.0,0.0,0.0,0.47088,0.09821,0.31338,0.0094,1.06439,0.02201,0.41331,0.06441,0.00003,0.0,0.00002,0.01624,0.31495,0.16721,0.00182,0.5235,0.4765,0.0,0.0,2.0,3.0,5.0,8.0,6.0,7.0,1.0,4.0,2.0,3.0,5.0,8.0,6.0,7.0,1.0,4.0
g2-512-70,tabular,2048,512,0.80664,0.0,0.01074,8.28372,0.1919,0.0,0.0,0.0,0.44528,0.07237,0.26901,0.01593,1.10871,0.0106,0.33698,0.15144,0.00073,0.00001,0.0059,0.20251,0.27483,0.01691,0.00009,0.53299,0.46701,0.0,0.0,3.0,6.5,5.0,6.5,2.0,8.0,1.0,4.0,3.0,6.5,5.0,6.5,2.0,8.0,1.0,4.0
g2-512-80,tabular,2048,512,0.81836,0.0,0.01172,8.39913,0.20801,0.0,0.0,0.0,0.47341,0.06605,0.25701,0.02052,1.16215,0.00246,0.15979,0.3127,0.02476,0.00006,0.00675,0.15856,0.2882,0.04615,0.00056,0.54198,0.45802,0.0,0.0,2.0,3.0,8.0,6.0,5.0,7.0,1.0,4.0,2.0,3.0,8.0,6.0,5.0,7.0,1.0,4.0
g2-512-90,tabular,2048,512,0.82812,0.0,0.01465,8.50682,0.22369,0.0,0.0,0.0,0.46548,0.05283,0.22985,0.0249,1.23305,0.00137,0.10202,0.32955,0.06615,0.00091,0.03407,0.25696,0.19232,0.01651,0.00014,0.55124,0.44873,0.00003,0.0,2.0,5.0,8.0,6.0,3.5,7.0,1.0,3.5,2.0,5.0,8.0,6.0,3.5,7.0,1.0,3.5
g2-64-10,tabular,2048,64,0.01562,0.0,0.0,6.31516,0.06957,0.0,0.0,0.0,0.48725,0.1873,0.43278,0.00028,1.00484,0.49966,0.00009,0.0,0.0,0.0,0.0,0.0,0.0,0.0657,0.43454,0.50384,0.49616,0.0,0.0,2.0,6.5,4.5,6.5,3.0,8.0,1.0,4.5,2.0,6.5,4.5,6.5,3.0,8.0,1.0,4.5
g2-64-100,tabular,2048,64,0.92188,0.0,0.01465,8.60943,0.2393,0.0,0.0,0.0,0.43021,0.01526,0.12353,0.14527,2.34716,0.00024,0.01558,0.14504,0.27622,0.25114,0.21852,0.08269,0.01011,0.00045,0.00001,0.64086,0.33113,0.02755,0.00046,7.0,3.0,2.0,5.5,8.0,5.5,1.0,4.0,7.0,3.0,2.0,5.5,8.0,5.5,1.0,4.0
g2-64-20,tabular,2048,64,0.57812,0.0,0.0,7.26165,0.10516,0.0,0.0,0.0,0.45848,0.12855,0.35853,0.00581,1.02644,0.24467,0.25507,0.00001,0.0,0.0,0.0,0.00013,0.16196,0.33481,0.00334,0.51535,0.48465,0.0,0.0,2.0,6.0,3.0,8.0,4.0,7.0,1.0,5.0,2.0,6.0,3.0,8.0,4.0,7.0,1.0,5.0
g2-64-30,tabular,2048,64,0.76562,0.0,0.0,7.67073,0.12421,0.0,0.0,0.0,0.47627,0.09618,0.31013,0.01524,1.07351,0.01149,0.39341,0.09473,0.00012,0.0,0.00002,0.02006,0.29777,0.17867,0.00373,0.52506,0.47494,0.0,0.0,2.0,6.0,4.0,7.0,4.0,8.0,1.0,4.0,2.0,6.0,4.0,7.0,4.0,8.0,1.0,4.0
g2-64-40,tabular,2048,64,0.84375,0.0,0.00098,7.88317,0.14197,0.0,0.0,0.0,0.44643,0.06619,0.25727,0.03546,1.15679,0.00582,0.2746,0.21496,0.00437,0.00018,0.02259,0.2341,0.22187,0.02126,0.00025,0.53964,0.46035,0.00001,0.0,2.0,6.0,5.0,7.0,3.5,8.0,1.0,3.5,2.0,6.0,5.0,7.0,3.5,8.0,1.0,3.5
g2-64-50,tabular,2048,64,875.0,0.0,0.00342,8.02765,0.15906,0.0,0.0,0.0,0.45503,0.05475,0.23398,0.05344,1.27683,0.00316,0.14517,0.30295,0.04784,0.00275,0.06026,0.24485,0.17007,0.02247,0.00048,0.55446,0.4454,0.00014,0.0,2.0,6.0,3.0,7.0,5.0,8.0,1.0,4.0,2.0,6.0,3.0,7.0,5.0,8.0,1.0,4.0
g2-64-60,tabular,2048,64,0.89062,0.0,0.00586,8.16058,0.17597,0.0,0.0,0.0,0.45709,0.03845,0.1961,0.08604,1.45658,0.00053,0.05271,0.28666,0.15071,0.02457,0.13416,0.24095,0.10009,0.00945,0.00016,0.57074,0.42756,0.00169,0.0,3.0,6.5,2.0,4.5,8.0,6.5,1.0,4.5,3.0,6.5,2.0,4.5,8.0,6.5,1.0,4.5
g2-64-70,tabular,2048,64,0.90625,0.0,0.00977,8.2793,0.1913,0.0,0.0,0.0,0.46881,0.02906,0.17047,0.09984,1.6689,0.00011,0.01832,0.19062,0.24274,0.07569,0.16735,0.2228,0.07495,0.00724,0.00018,0.58912,0.40472,0.00616,0.0,3.0,5.0,2.0,6.5,8.0,6.5,1.0,4.0,3.0,5.0,2.0,6.5,8.0,6.5,1.0,4.0
g2-64-80,tabular,2048,64,0.90625,0.0,0.01416,8.40006,0.20805,0.0,0.0,0.0,0.46163,0.02452,0.15659,0.12999,1.87185,0.00018,0.01675,0.16385,0.24976,0.13003,0.19642,0.18504,0.05356,0.00433,0.00007,0.60462,0.3836,0.01177,0.00002,5.0,4.0,3.0,8.0,6.5,6.5,1.0,2.0,5.0,4.0,3.0,8.0,6.5,6.5,1.0,2.0
g2-64-90,tabular,2048,64,0.92188,0.0,0.01221,8.50518,0.22346,0.0,0.0,0.0,0.4625,0.02101,0.14496,0.14894,2.1532,0.00023,0.01417,0.12856,0.24915,0.19139,0.21182,0.15629,0.04377,0.00448,0.00015,0.62692,0.35149,0.02142,0.00017,4.0,5.0,2.0,6.0,8.0,7.0,1.0,3.0,4.0,5.0,2.0,6.0,8.0,7.0,1.0,3.0
gaussian-10d-10c-no0,tabular,2729,10,0.9,0.0,0.0579,0.0,0.0,0.18092,-0.12177,-56.0,0.42532,0.01556,0.12475,-0.25149,3.12934,0.00561,0.04986,0.09691,0.23406,0.3414,0.20293,0.05848,0.00979,0.00091,0.00004,0.70018,0.24274,0.05576,0.00133,4.0,8.0,5.0,7.0,3.0,6.0,1.0,2.0,4.0,8.0,5.0,7.0,3.0,6.0,1.0,2.0
gaussian-10d-10c-no1,tabular,3056,10,0.9,0.0,0.03043,0.0,0.0,0.17017,-0.03177,-0.18567,0.43209,0.01447,0.12028,-0.29274,3.08467,0.00368,0.04038,0.09042,0.23292,0.34009,0.22287,0.06157,0.00766,0.00041,0.00001,0.69673,0.24854,0.05342,0.00131,3.5,8.0,3.5,7.0,5.0,6.0,1.0,2.0,3.5,8.0,3.5,7.0,5.0,6.0,1.0,2.0
gaussian-10d-10c-no2,tabular,3618,10,0.9,0.0,0.03317,0.0,0.0,0.15432,0.06168,-0.11155,0.38219,0.01299,0.11398,-0.13943,3.04426,0.00756,0.06177,0.15116,0.33003,0.30711,0.11714,0.02307,0.00206,0.0001,0.0,0.69521,0.25043,0.05311,0.00126,5.0,8.0,4.0,7.0,3.0,6.0,1.0,2.0,5.0,8.0,4.0,7.0,3.0,6.0,1.0,2.0
gaussian-10d-10c-no3,tabular,2594,10,0.9,0.0,0.02583,0.0,0.0,0.1715,0.05242,-0.15946,0.43439,0.01513,0.12302,-0.30101,3.05132,0.00302,0.04527,0.09004,0.21918,0.33723,0.22977,0.0659,0.00879,0.00076,0.00004,0.69665,0.24797,0.05431,0.00107,3.5,8.0,5.0,7.0,3.5,6.0,1.0,2.0,3.5,8.0,5.0,7.0,3.5,6.0,1.0,2.0
gaussian-10d-10c-no4,tabular,3034,10,0.9,0.0,0.00791,0.0,0.0,0.15324,-0.06899,-0.39382,0.44925,0.01515,0.12307,-0.26859,3.04865,0.00243,0.03258,0.08346,0.19986,0.33119,0.2498,0.08622,0.01354,0.00091,0.00002,0.69341,0.25374,0.05143,0.00142,3.0,7.0,5.0,8.0,4.0,6.0,1.0,2.0,3.0,7.0,5.0,8.0,4.0,6.0,1.0,2.0
gaussian-10d-10c-no5,tabular,3788,10,0.9,0.0,0.02112,0.0,0.0,0.17446,0.00097,-0.18044,0.39531,0.01233,0.11103,-0.06223,3.1322,0.0039,0.04477,0.13493,0.32934,0.32072,0.1342,0.02888,0.00306,0.00019,0.00001,0.6969,0.24929,0.05179,0.00203,3.0,8.0,4.0,7.0,6.0,5.0,1.0,2.0,3.0,8.0,4.0,7.0,6.0,5.0,1.0,2.0
